date,change,total
2022-02-24,113,113
2022-02-25,107,220
2022-02-26,95,315
2022-02-27,107,422
2022-02-28,74,496
2022-03-01,43,539
2022-03-02,54,593
2022-03-03,97,690
2022-03-04,74,764
2022-03-05,100,864
2022-03-06,141,1005
2022-03-07,99,1104
2022-03-08,94,1198
2022-03-09,66,1264
2022-03-10,53,1317
2022-03-11,70,1387
2022-03-12,105,1492
2022-03-13,74,1566
2022-03-14,81,1647
2022-03-15,62,1709
2022-03-16,63,1772
2022-03-17,34,1806
2022-03-18,48,1854
2022-03-19,34,1888
2022-03-20,41,1929
2022-03-21,54,1983
2022-03-22,34,2017
2022-03-23,56,2073
2022-03-24,69,2142
2022-03-25,79,2221
2022-03-26,57,2278
2022-03-27,37,2315
2022-03-28,50,2365
2022-03-29,61,2426
2022-03-30,71,2497
2022-03-31,43,2540
2022-04-01,66,2606
2022-04-02,32,2638
2022-04-03,15,2653
2022-04-04,22,2675
2022-04-05,37,2712
2022-04-06,26,2738
2022-04-07,17,2755
2022-04-08,18,2773
2022-04-09,28,2801
2022-04-10,30,2831
2022-04-11,26,2857
2022-04-12,27,2884
2022-04-13,57,2941
2022-04-14,44,2985
2022-04-15,28,3013
2022-04-16,30,3043
2022-04-17,23,3066
2022-04-18,44,3110
2022-04-19,39,3149
2022-04-20,34,3183
2022-04-21,57,3240
2022-04-22,74,3314
2022-04-23,51,3365
2022-04-24,33,3398
2022-04-25,65,3463
2022-04-26,28,3491
2022-04-27,47,3538
2022-04-28,43,3581
2022-04-29,23,3604
2022-04-30,44,3648
2022-05-01,35,3683
2022-05-02,43,3726
2022-05-03,46,3772
2022-05-04,31,3803
2022-05-05,49,3852
2022-05-06,73,3925
2022-05-07,47,3972
2022-05-08,50,4022
2022-05-09,35,4057
2022-05-10,44,4101
2022-05-11,43,4144
2022-05-12,34,4178
2022-05-13,29,4207
2022-05-14,34,4241
2022-05-15,33,4274
2022-05-16,29,4303
2022-05-17,40,4343
2022-05-18,24,4367
2022-05-19,80,4447
2022-05-20,53,4500
2022-05-21,49,4549
2022-05-22,45,4594
2022-05-23,62,4656
2022-05-24,41,4697
2022-05-25,37,4734
2022-05-26,46,4780
2022-05-27,38,4818
2022-05-28,49,4867
2022-05-29,49,4916
2022-05-30,33,4949
2022-05-31,32,4981
2022-06-01,47,5028
2022-06-02,28,5056
2022-06-03,39,5095
2022-06-04,29,5124
2022-06-05,47,5171
2022-06-06,33,5204
2022-06-07,34,5238
2022-06-08,28,5266
2022-06-09,43,5309
2022-06-10,24,5333
2022-06-11,26,5359
2022-06-12,25,5384
2022-06-13,27,5411
2022-06-14,39,5450
2022-06-15,15,5465
2022-06-16,29,5494
2022-06-17,41,5535
2022-06-18,23,5558
2022-06-19,31,5589
2022-06-20,39,5628
2022-06-21,47,5675
2022-06-22,35,5710
2022-06-23,31,5741
2022-06-24,44,5785
2022-06-25,33,5818
2022-06-26,56,5874
2022-06-27,48,5922
2022-06-28,27,5949
2022-06-29,36,5985
2022-06-30,45,6030
2022-07-01,16,6046
2022-07-02,42,6088
2022-07-03,46,6134
2022-07-04,47,6181
2022-07-05,31,6212
2022-07-06,33,6245
2022-07-07,47,6292
2022-07-08,53,6345
2022-07-09,50,6395
2022-07-10,25,6420
2022-07-11,18,6438
2022-07-12,22,6460
2022-07-13,33,6493
2022-07-14,23,6516
2022-07-15,21,6537
2022-07-16,34,6571
2022-07-17,32,6603
2022-07-18,29,6632
2022-07-19,55,6687
2022-07-20,48,6735
2022-07-21,24,6759
2022-07-22,50,6809
2022-07-23,29,6838
2022-07-24,15,6853
2022-07-25,26,6879
2022-07-26,7,6886
2022-07-27,21,6907
2022-07-28,10,6917
2022-07-29,19,6936
2022-07-30,26,6962
2022-07-31,12,6974
2022-08-01,20,6994
2022-08-02,13,7007
2022-08-03,13,7020
2022-08-04,43,7063
2022-08-05,18,7081
2022-08-06,31,7112
2022-08-07,23,7135
2022-08-08,25,7160
2022-08-09,14,7174
2022-08-10,27,7201
2022-08-11,17,7218
2022-08-12,29,7247
2022-08-13,32,7279
2022-08-14,39,7318
2022-08-15,31,7349
2022-08-16,52,7401
2022-08-17,34,7435
2022-08-18,22,7457
2022-08-19,22,7479
2022-08-20,25,7504
2022-08-21,34,7538
2022-08-22,20,7558
2022-08-23,37,7595
2022-08-24,32,7627
2022-08-25,19,7646
2022-08-26,20,7666
2022-08-27,34,7700
2022-08-28,31,7731
2022-08-29,100,7831
2022-08-30,36,7867
2022-08-31,51,7918
2022-09-01,47,7965
2022-09-02,53,8018
2022-09-03,43,8061
2022-09-04,59,8120
2022-09-05,41,8161
2022-09-06,62,8223
2022-09-07,85,8308
2022-09-08,66,8374
2022-09-09,54,8428
2022-09-10,54,8482
2022-09-11,51,8533
2022-09-12,59,8592
