date,change,total
2022-02-24,113,113
2022-02-25,107,220
2022-02-26,96,316
2022-02-27,108,424
2022-02-28,74,498
2022-03-01,43,541
2022-03-02,54,595
2022-03-03,97,692
2022-03-04,74,766
2022-03-05,100,866
2022-03-06,141,1007
2022-03-07,99,1106
2022-03-08,94,1200
2022-03-09,66,1266
2022-03-10,53,1319
2022-03-11,69,1388
2022-03-12,105,1493
2022-03-13,75,1568
2022-03-14,81,1649
2022-03-15,62,1711
2022-03-16,63,1774
2022-03-17,34,1808
2022-03-18,48,1856
2022-03-19,34,1890
2022-03-20,41,1931
2022-03-21,54,1985
2022-03-22,35,2020
2022-03-23,56,2076
2022-03-24,69,2145
2022-03-25,79,2224
2022-03-26,57,2281
2022-03-27,36,2317
2022-03-28,50,2367
2022-03-29,61,2428
2022-03-30,70,2498
2022-03-31,43,2541
2022-04-01,67,2608
2022-04-02,32,2640
2022-04-03,15,2655
2022-04-04,22,2677
2022-04-05,37,2714
2022-04-06,26,2740
2022-04-07,17,2757
2022-04-08,19,2776
2022-04-09,28,2804
2022-04-10,30,2834
2022-04-11,26,2860
2022-04-12,29,2889
2022-04-13,65,2954
2022-04-14,33,2987
2022-04-15,28,3015
2022-04-16,31,3046
2022-04-17,23,3069
2022-04-18,44,3113
2022-04-19,39,3152
2022-04-20,35,3187
2022-04-21,57,3244
2022-04-22,74,3318
2022-04-23,51,3369
2022-04-24,33,3402
2022-04-25,65,3467
2022-04-26,28,3495
2022-04-27,47,3542
2022-04-28,43,3585
2022-04-29,23,3608
2022-04-30,44,3652
2022-05-01,36,3688
2022-05-02,43,3731
2022-05-03,47,3778
2022-05-04,31,3809
2022-05-05,50,3859
2022-05-06,74,3933
2022-05-07,47,3980
2022-05-08,51,4031
2022-05-09,35,4066
2022-05-10,45,4111
2022-05-11,44,4155
2022-05-12,34,4189
2022-05-13,29,4218
2022-05-14,34,4252
2022-05-15,33,4285
2022-05-16,29,4314
2022-05-17,40,4354
2022-05-18,24,4378
2022-05-19,80,4458
2022-05-20,53,4511
2022-05-21,49,4560
2022-05-22,45,4605
2022-05-23,62,4667
2022-05-24,41,4708
2022-05-25,37,4745
2022-05-26,46,4791
2022-05-27,38,4829
2022-05-28,49,4878
2022-05-29,49,4927
2022-05-30,33,4960
2022-05-31,32,4992
2022-06-01,47,5039
2022-06-02,28,5067
2022-06-03,39,5106
2022-06-04,29,5135
2022-06-05,47,5182
2022-06-06,33,5215
2022-06-07,34,5249
2022-06-08,28,5277
2022-06-09,43,5320
2022-06-10,24,5344
2022-06-11,26,5370
2022-06-12,25,5395
2022-06-13,27,5422
2022-06-14,39,5461
2022-06-15,15,5476
2022-06-16,29,5505
2022-06-17,41,5546
2022-06-18,23,5569
2022-06-19,31,5600
2022-06-20,38,5638
2022-06-21,47,5685
2022-06-22,35,5720
2022-06-23,33,5753
2022-06-24,44,5797
2022-06-25,33,5830
2022-06-26,57,5887
2022-06-27,48,5935
2022-06-28,27,5962
2022-06-29,36,5998
2022-06-30,45,6043
2022-07-01,16,6059
2022-07-02,42,6101
2022-07-03,46,6147
2022-07-04,47,6194
2022-07-05,31,6225
2022-07-06,34,6259
2022-07-07,47,6306
2022-07-08,53,6359
2022-07-09,49,6408
2022-07-10,26,6434
2022-07-11,18,6452
2022-07-12,22,6474
2022-07-13,33,6507
2022-07-14,23,6530
2022-07-15,21,6551
2022-07-16,34,6585
2022-07-17,32,6617
2022-07-18,29,6646
2022-07-19,55,6701
2022-07-20,48,6749
2022-07-21,24,6773
2022-07-22,50,6823
2022-07-23,29,6852
2022-07-24,15,6867
2022-07-25,26,6893
2022-07-26,7,6900
2022-07-27,20,6920
2022-07-28,10,6930
2022-07-29,18,6948
2022-07-30,26,6974
2022-07-31,12,6986
2022-08-01,20,7006
2022-08-02,13,7019
2022-08-03,13,7032
2022-08-04,43,7075
2022-08-05,19,7094
2022-08-06,31,7125
2022-08-07,23,7148
2022-08-08,25,7173
2022-08-09,14,7187
2022-08-10,27,7214
2022-08-11,17,7231
2022-08-12,30,7261
2022-08-13,32,7293
2022-08-14,39,7332
2022-08-15,31,7363
2022-08-16,53,7416
2022-08-17,34,7450
2022-08-18,22,7472
2022-08-19,22,7494
2022-08-20,25,7519
2022-08-21,35,7554
2022-08-22,20,7574
2022-08-23,36,7610
2022-08-24,32,7642
2022-08-25,19,7661
2022-08-26,20,7681
2022-08-27,34,7715
2022-08-28,31,7746
2022-08-29,100,7846
2022-08-30,37,7883
2022-08-31,52,7935
2022-09-01,47,7982
2022-09-02,52,8034
2022-09-03,44,8078
2022-09-04,59,8137
2022-09-05,41,8178
2022-09-06,62,8240
2022-09-07,85,8325
2022-09-08,66,8391
2022-09-09,53,8444
2022-09-10,54,8498
2022-09-11,51,8549
2022-09-12,59,8608
