date,change,total
2023-11-21,16,29064
2023-11-22,18,29082
2023-11-23,18,29100
2023-11-24,12,29112
2023-11-25,11,29123
2023-11-26,7,29130
2023-11-27,15,29145
2023-11-28,12,29157
2023-11-29,9,29166
2023-11-30,10,29176
2023-12-01,8,29184
2023-12-02,5,29189
2023-12-03,1,29190
2023-12-04,3,29193
2023-12-05,12,29205
2023-12-06,3,29208
2023-12-07,1,29209
2023-12-08,3,29212
2023-12-09,5,29217
2023-12-10,4,29221
2023-12-11,2,29223
2023-12-12,2,29225
2023-12-13,1,29226
2023-12-14,1,29227
2023-12-15,0,29227
2023-12-16,3,29230
2023-12-17,0,29230
2023-12-18,2,29232
2023-12-19,0,29232
2023-12-20,1,29233
2023-12-21,0,29233
2023-12-22,1,29234
2023-12-23,0,29234
2023-12-24,0,29234
2023-12-25,1,29235
2023-12-26,0,29235
2023-12-27,0,29235
2023-12-28,0,29235
