date,change,total
2022-02-24,112,112
2022-02-25,99,211
2022-02-26,89,300
2022-02-27,101,401
2022-02-28,71,472
2022-03-01,40,512
2022-03-02,52,564
2022-03-03,89,653
2022-03-04,71,724
2022-03-05,95,819
2022-03-06,135,954
2022-03-07,87,1041
2022-03-08,91,1132
2022-03-09,64,1196
2022-03-10,51,1247
2022-03-11,66,1313
2022-03-12,102,1415
2022-03-13,67,1482
2022-03-14,79,1561
2022-03-15,58,1619
2022-03-16,54,1673
2022-03-17,29,1702
2022-03-18,44,1746
2022-03-19,33,1779
2022-03-20,37,1816
2022-03-21,52,1868
2022-03-22,29,1897
2022-03-23,52,1949
2022-03-24,66,2015
2022-03-25,71,2086
2022-03-26,50,2136
2022-03-27,32,2168
2022-03-28,47,2215
2022-03-29,59,2274
2022-03-30,58,2332
2022-03-31,45,2377
2022-04-01,55,2432
2022-04-02,31,2463
2022-04-03,15,2478
2022-04-04,20,2498
2022-04-05,30,2528
2022-04-06,22,2550
2022-04-07,14,2564
2022-04-08,13,2577
2022-04-09,25,2602
2022-04-10,26,2628
2022-04-11,20,2648
2022-04-12,24,2672
2022-04-13,56,2728
2022-04-14,35,2763
2022-04-15,25,2788
2022-04-16,29,2817
2022-04-17,24,2841
2022-04-18,38,2879
2022-04-19,38,2917
2022-04-20,30,2947
2022-04-21,55,3002
2022-04-22,69,3071
2022-04-23,42,3113
2022-04-24,31,3144
2022-04-25,59,3203
2022-04-26,27,3230
2022-04-27,45,3275
2022-04-28,42,3317
2022-04-29,22,3339
2022-04-30,40,3379
2022-05-01,32,3411
2022-05-02,39,3450
2022-05-03,46,3496
2022-05-04,32,3528
2022-05-05,44,3572
2022-05-06,63,3635
2022-05-07,43,3678
2022-05-08,48,3726
2022-05-09,32,3758
2022-05-10,37,3795
2022-05-11,40,3835
2022-05-12,29,3864
2022-05-13,26,3890
2022-05-14,31,3921
2022-05-15,30,3951
2022-05-16,26,3977
2022-05-17,38,4015
2022-05-18,21,4036
2022-05-19,76,4112
2022-05-20,51,4163
2022-05-21,47,4210
2022-05-22,44,4254
2022-05-23,57,4311
2022-05-24,40,4351
2022-05-25,30,4381
2022-05-26,46,4427
2022-05-27,38,4465
2022-05-28,41,4506
2022-05-29,47,4553
2022-05-30,29,4582
2022-05-31,30,4612
2022-06-01,42,4654
2022-06-02,24,4678
2022-06-03,36,4714
2022-06-04,25,4739
2022-06-05,44,4783
2022-06-06,25,4808
