date,change,total
2022-02-24,111,111
2022-02-25,102,213
2022-02-26,92,305
2022-02-27,103,408
2022-02-28,75,483
2022-03-01,42,525
2022-03-02,55,580
2022-03-03,91,671
2022-03-04,73,744
2022-03-05,97,841
2022-03-06,137,978
2022-03-07,91,1069
2022-03-08,92,1161
2022-03-09,67,1228
2022-03-10,51,1279
2022-03-11,68,1347
2022-03-12,103,1450
2022-03-13,69,1519
2022-03-14,80,1599
2022-03-15,63,1662
2022-03-16,56,1718
2022-03-17,30,1748
2022-03-18,47,1795
2022-03-19,34,1829
2022-03-20,39,1868
2022-03-21,55,1923
2022-03-22,33,1956
2022-03-23,53,2009
2022-03-24,67,2076
2022-03-25,73,2149
2022-03-26,49,2198
2022-03-27,35,2233
2022-03-28,51,2284
2022-03-29,63,2347
2022-03-30,62,2409
2022-03-31,44,2453
2022-04-01,57,2510
2022-04-02,31,2541
2022-04-03,15,2556
2022-04-04,21,2577
2022-04-05,34,2611
2022-04-06,23,2634
2022-04-07,15,2649
2022-04-08,14,2663
2022-04-09,27,2690
2022-04-10,26,2716
2022-04-11,27,2743
2022-04-12,24,2767
2022-04-13,56,2823
2022-04-14,38,2861
2022-04-15,26,2887
2022-04-16,29,2916
2022-04-17,25,2941
2022-04-18,43,2984
2022-04-19,39,3023
2022-04-20,31,3054
2022-04-21,57,3111
2022-04-22,73,3184
2022-04-23,47,3231
2022-04-24,31,3262
2022-04-25,65,3327
2022-04-26,26,3353
2022-04-27,46,3399
2022-04-28,42,3441
2022-04-29,23,3464
2022-04-30,43,3507
2022-05-01,32,3539
2022-05-02,39,3578
2022-05-03,46,3624
2022-05-04,32,3656
2022-05-05,47,3703
2022-05-06,67,3770
2022-05-07,46,3816
2022-05-08,51,3867
2022-05-09,34,3901
2022-05-10,41,3942
2022-05-11,44,3986
2022-05-12,31,4017
2022-05-13,27,4044
2022-05-14,32,4076
2022-05-15,32,4108
2022-05-16,28,4136
2022-05-17,38,4174
2022-05-18,22,4196
2022-05-19,76,4272
2022-05-20,51,4323
2022-05-21,48,4371
2022-05-22,45,4416
2022-05-23,60,4476
2022-05-24,40,4516
2022-05-25,32,4548
2022-05-26,48,4596
2022-05-27,37,4633
2022-05-28,43,4676
2022-05-29,47,4723
2022-05-30,31,4754
2022-05-31,31,4785
2022-06-01,44,4829
2022-06-02,26,4855
2022-06-03,36,4891
2022-06-04,27,4918
2022-06-05,47,4965
2022-06-06,29,4994
2022-06-07,34,5028
2022-06-08,29,5057
2022-06-09,39,5096
2022-06-10,22,5118
2022-06-11,25,5143
2022-06-12,25,5168
2022-06-13,26,5194
2022-06-14,38,5232
2022-06-15,14,5246
2022-06-16,27,5273
2022-06-17,40,5313
2022-06-18,15,5328
2022-06-19,29,5357
2022-06-20,32,5389
2022-06-21,44,5433
2022-06-22,34,5467
2022-06-23,27,5494
2022-06-24,39,5533
2022-06-25,30,5563
2022-06-26,53,5616
2022-06-27,47,5663
2022-06-28,25,5688
2022-06-29,33,5721
2022-06-30,42,5763
2022-07-01,15,5778
2022-07-02,41,5819
2022-07-03,44,5863
2022-07-04,46,5909
2022-07-05,33,5942
2022-07-06,33,5975
2022-07-07,45,6020
2022-07-08,50,6070
2022-07-09,52,6122
