date,change,total
2022-02-24,111,111
2022-02-25,95,206
2022-02-26,89,295
2022-02-27,99,394
2022-02-28,70,464
2022-03-01,39,503
2022-03-02,52,555
2022-03-03,87,642
2022-03-04,71,713
2022-03-05,95,808
2022-03-06,134,942
2022-03-07,83,1025
2022-03-08,89,1114
2022-03-09,62,1176
2022-03-10,51,1227
2022-03-11,65,1292
2022-03-12,97,1389
2022-03-13,67,1456
2022-03-14,78,1534
2022-03-15,58,1592
2022-03-16,54,1646
2022-03-17,28,1674
2022-03-18,44,1718
2022-03-19,33,1751
2022-03-20,36,1787
2022-03-21,52,1839
2022-03-22,27,1866
2022-03-23,51,1917
2022-03-24,64,1981
2022-03-25,71,2052
2022-03-26,49,2101
2022-03-27,32,2133
2022-03-28,45,2178
2022-03-29,57,2235
2022-03-30,58,2293
2022-03-31,42,2335
2022-04-01,54,2389
2022-04-02,31,2420
2022-04-03,14,2434
2022-04-04,19,2453
2022-04-05,28,2481
2022-04-06,22,2503
2022-04-07,14,2517
2022-04-08,13,2530
2022-04-09,25,2555
2022-04-10,26,2581
2022-04-11,21,2602
2022-04-12,24,2626
2022-04-13,49,2675
2022-04-14,36,2711
2022-04-15,26,2737
2022-04-16,29,2766
2022-04-17,22,2788
2022-04-18,38,2826
2022-04-19,37,2863
2022-04-20,30,2893
2022-04-21,54,2947
2022-04-22,69,3016
2022-04-23,42,3058
2022-04-24,29,3087
2022-04-25,57,3144
2022-04-26,26,3170
2022-04-27,45,3215
2022-04-28,42,3257
2022-04-29,22,3279
2022-04-30,40,3319
2022-05-01,32,3351
2022-05-02,38,3389
2022-05-03,46,3435
2022-05-04,30,3465
2022-05-05,43,3508
2022-05-06,62,3570
2022-05-07,42,3612
2022-05-08,48,3660
2022-05-09,31,3691
2022-05-10,37,3728
2022-05-11,39,3767
2022-05-12,29,3796
2022-05-13,26,3822
2022-05-14,31,3853
2022-05-15,30,3883
2022-05-16,27,3910
2022-05-17,38,3948
2022-05-18,20,3968
2022-05-19,74,4042
2022-05-20,50,4092
2022-05-21,46,4138
2022-05-22,43,4181
2022-05-23,57,4238
2022-05-24,40,4278
2022-05-25,28,4306
2022-05-26,45,4351
2022-05-27,37,4388
2022-05-28,41,4429
2022-05-29,45,4474
2022-05-30,26,4500
2022-05-31,28,4528
2022-06-01,42,4570
2022-06-02,24,4594
2022-06-03,35,4629
2022-06-04,27,4656
2022-06-05,43,4699
2022-06-06,25,4724
2022-06-07,32,4756
2022-06-08,26,4782
2022-06-09,36,4818
2022-06-10,21,4839
2022-06-11,24,4863
2022-06-12,24,4887
2022-06-13,22,4909
2022-06-14,35,4944
2022-06-15,11,4955
2022-06-16,25,4980
2022-06-17,37,5017
2022-06-18,14,5031
2022-06-19,26,5057
2022-06-20,29,5086
2022-06-21,40,5126
2022-06-22,33,5159
2022-06-23,22,5181
2022-06-24,37,5218
2022-06-25,29,5247
2022-06-26,51,5298
2022-06-27,46,5344
2022-06-28,23,5367
2022-06-29,28,5395
2022-06-30,40,5435
2022-07-01,14,5449
2022-07-02,41,5490
2022-07-03,43,5533
2022-07-04,42,5575
2022-07-05,30,5605
2022-07-06,31,5636
2022-07-07,40,5676
2022-07-08,48,5724
2022-07-09,49,5773
2022-07-10,21,5794
2022-07-11,15,5809
2022-07-12,18,5827
2022-07-13,31,5858
2022-07-14,17,5875
2022-07-15,15,5890
2022-07-16,30,5920
2022-07-17,26,5946
2022-07-18,24,5970
2022-07-19,49,6019
2022-07-20,44,6063
2022-07-21,22,6085
2022-07-22,48,6133
2022-07-23,22,6155
2022-07-24,12,6167
2022-07-25,20,6187
2022-07-26,4,6191
2022-07-27,17,6208
2022-07-28,9,6217
2022-07-29,15,6232
2022-07-30,24,6256
2022-07-31,11,6267
2022-08-01,17,6284
2022-08-02,11,6295
2022-08-03,11,6306
2022-08-04,41,6347
2022-08-05,14,6361
2022-08-06,28,6389
2022-08-07,22,6411
2022-08-08,20,6431
2022-08-09,12,6443
2022-08-10,22,6465
2022-08-11,14,6479
2022-08-12,25,6504
2022-08-13,28,6532
2022-08-14,27,6559
2022-08-15,29,6588
2022-08-16,42,6630
2022-08-17,29,6659
2022-08-18,15,6674
2022-08-19,19,6693
2022-08-20,22,6715
2022-08-21,25,6740
2022-08-22,16,6756
2022-08-23,29,6785
2022-08-24,29,6814
2022-08-25,15,6829
2022-08-26,18,6847
2022-08-27,28,6875
2022-08-28,22,6897
2022-08-29,84,6981
2022-08-30,25,7006
2022-08-31,41,7047
2022-09-01,40,7087
2022-09-02,49,7136
2022-09-03,39,7175
2022-09-04,52,7227
2022-09-05,34,7261
2022-09-06,49,7310
2022-09-07,80,7390
2022-09-08,53,7443
2022-09-09,33,7476
2022-09-10,44,7520
2022-09-11,33,7553
2022-09-12,52,7605
2022-09-13,39,7644
2022-09-14,33,7677
2022-09-15,26,7703
2022-09-16,39,7742
2022-09-17,50,7792
2022-09-18,28,7820
2022-09-19,42,7862
2022-09-20,47,7909
2022-09-21,31,7940
2022-09-22,60,8000
2022-09-23,30,8030
2022-09-24,71,8101
2022-09-25,77,8178
2022-09-26,72,8250
2022-09-27,44,8294
2022-09-28,64,8358
2022-09-29,53,8411
2022-09-30,71,8482
2022-10-01,81,8563
2022-10-02,41,8604
2022-10-03,46,8650
2022-10-04,80,8730
2022-10-05,96,8826
2022-10-06,57,8883
2022-10-07,61,8944
2022-10-08,51,8995
2022-10-09,53,9048
2022-10-10,43,9091
2022-10-11,45,9136
2022-10-12,65,9201
2022-10-13,46,9247
2022-10-14,57,9304
2022-10-15,79,9383
2022-10-16,33,9416
2022-10-17,34,9450
2022-10-18,55,9505
2022-10-19,80,9585
2022-10-20,58,9643
2022-10-21,29,9672
2022-10-22,64,9736
2022-10-23,55,9791
2022-10-24,136,9927
2022-10-25,56,9983
2022-10-26,34,10017
2022-10-27,55,10072
2022-10-28,40,10112
2022-10-29,64,10176
2022-10-30,63,10239
2022-10-31,58,10297
2022-11-01,92,10389
2022-11-02,69,10458
2022-11-03,52,10510
2022-11-04,73,10583
2022-11-05,56,10639
2022-11-06,79,10718
2022-11-07,59,10777
2022-11-08,70,10847
2022-11-09,54,10901
2022-11-10,55,10956
2022-11-11,67,11023
2022-11-12,82,11105
