date,change,total
2022-02-24,112,112
2022-02-25,98,210
2022-02-26,89,299
2022-02-27,100,399
2022-02-28,71,470
2022-03-01,39,509
2022-03-02,52,561
2022-03-03,89,650
2022-03-04,71,721
2022-03-05,95,816
2022-03-06,135,951
2022-03-07,86,1037
2022-03-08,90,1127
2022-03-09,64,1191
2022-03-10,51,1242
2022-03-11,66,1308
2022-03-12,100,1408
2022-03-13,67,1475
2022-03-14,79,1554
2022-03-15,58,1612
2022-03-16,54,1666
2022-03-17,29,1695
2022-03-18,44,1739
2022-03-19,33,1772
2022-03-20,37,1809
2022-03-21,52,1861
2022-03-22,29,1890
2022-03-23,52,1942
2022-03-24,65,2007
2022-03-25,71,2078
2022-03-26,49,2127
2022-03-27,32,2159
2022-03-28,47,2206
2022-03-29,59,2265
2022-03-30,58,2323
2022-03-31,45,2368
2022-04-01,55,2423
2022-04-02,31,2454
2022-04-03,14,2468
2022-04-04,19,2487
2022-04-05,30,2517
2022-04-06,22,2539
2022-04-07,14,2553
2022-04-08,13,2566
2022-04-09,25,2591
2022-04-10,26,2617
2022-04-11,20,2637
2022-04-12,24,2661
2022-04-13,56,2717
2022-04-14,34,2751
2022-04-15,25,2776
2022-04-16,29,2805
2022-04-17,24,2829
2022-04-18,38,2867
2022-04-19,38,2905
2022-04-20,30,2935
2022-04-21,54,2989
2022-04-22,69,3058
2022-04-23,42,3100
2022-04-24,31,3131
2022-04-25,59,3190
2022-04-26,27,3217
2022-04-27,45,3262
2022-04-28,42,3304
2022-04-29,22,3326
2022-04-30,40,3366
2022-05-01,32,3398
2022-05-02,39,3437
2022-05-03,46,3483
2022-05-04,32,3515
2022-05-05,43,3558
2022-05-06,63,3621
2022-05-07,43,3664
2022-05-08,48,3712
2022-05-09,32,3744
2022-05-10,37,3781
2022-05-11,40,3821
2022-05-12,29,3850
2022-05-13,26,3876
2022-05-14,31,3907
2022-05-15,30,3937
2022-05-16,27,3964
2022-05-17,38,4002
2022-05-18,21,4023
2022-05-19,76,4099
2022-05-20,50,4149
2022-05-21,46,4195
2022-05-22,44,4239
2022-05-23,57,4296
2022-05-24,40,4336
2022-05-25,30,4366
2022-05-26,46,4412
2022-05-27,38,4450
2022-05-28,41,4491
2022-05-29,46,4537
2022-05-30,28,4565
2022-05-31,30,4595
2022-06-01,42,4637
2022-06-02,24,4661
2022-06-03,36,4697
2022-06-04,25,4722
2022-06-05,43,4765
2022-06-06,25,4790
2022-06-07,34,4824
2022-06-08,27,4851
2022-06-09,36,4887
2022-06-10,21,4908
2022-06-11,24,4932
2022-06-12,24,4956
2022-06-13,23,4979
2022-06-14,36,5015
2022-06-15,12,5027
2022-06-16,25,5052
2022-06-17,38,5090
2022-06-18,14,5104
2022-06-19,27,5131
2022-06-20,30,5161
2022-06-21,41,5202
2022-06-22,34,5236
2022-06-23,24,5260
2022-06-24,37,5297
2022-06-25,30,5327
2022-06-26,51,5378
2022-06-27,46,5424
2022-06-28,24,5448
2022-06-29,28,5476
2022-06-30,41,5517
2022-07-01,14,5531
2022-07-02,40,5571
2022-07-03,43,5614
2022-07-04,43,5657
2022-07-05,31,5688
2022-07-06,31,5719
2022-07-07,43,5762
2022-07-08,49,5811
2022-07-09,51,5862
2022-07-10,23,5885
2022-07-11,15,5900
2022-07-12,18,5918
2022-07-13,32,5950
2022-07-14,18,5968
2022-07-15,16,5984
2022-07-16,30,6014
2022-07-17,26,6040
2022-07-18,24,6064
2022-07-19,50,6114
2022-07-20,44,6158
2022-07-21,22,6180
2022-07-22,47,6227
2022-07-23,25,6252
2022-07-24,12,6264
2022-07-25,21,6285
2022-07-26,4,6289
2022-07-27,17,6306
2022-07-28,9,6315
2022-07-29,15,6330
2022-07-30,25,6355
2022-07-31,11,6366
2022-08-01,17,6383
2022-08-02,11,6394
2022-08-03,11,6405
2022-08-04,43,6448
2022-08-05,15,6463
2022-08-06,29,6492
2022-08-07,23,6515
2022-08-08,21,6536
2022-08-09,12,6548
2022-08-10,23,6571
2022-08-11,15,6586
2022-08-12,25,6611
2022-08-13,29,6640
2022-08-14,28,6668
2022-08-15,31,6699
2022-08-16,42,6741
2022-08-17,32,6773
2022-08-18,16,6789
2022-08-19,19,6808
2022-08-20,24,6832
2022-08-21,28,6860
2022-08-22,17,6877
2022-08-23,31,6908
2022-08-24,28,6936
2022-08-25,17,6953
2022-08-26,18,6971
2022-08-27,29,7000
2022-08-28,23,7023
2022-08-29,84,7107
2022-08-30,26,7133
2022-08-31,42,7175
2022-09-01,41,7216
2022-09-02,51,7267
2022-09-03,40,7307
2022-09-04,53,7360
2022-09-05,35,7395
2022-09-06,53,7448
2022-09-07,81,7529
2022-09-08,53,7582
2022-09-09,35,7617
2022-09-10,45,7662
2022-09-11,35,7697
2022-09-12,57,7754
2022-09-13,39,7793
2022-09-14,34,7827
2022-09-15,26,7853
2022-09-16,42,7895
2022-09-17,54,7949
2022-09-18,28,7977
2022-09-19,43,8020
2022-09-20,48,8068
2022-09-21,33,8101
2022-09-22,62,8163
2022-09-23,32,8195
2022-09-24,74,8269
2022-09-25,81,8350
2022-09-26,74,8424
2022-09-27,47,8471
2022-09-28,66,8537
2022-09-29,59,8596
2022-09-30,79,8675
2022-10-01,83,8758
2022-10-02,43,8801
2022-10-03,48,8849
2022-10-04,81,8930
2022-10-05,101,9031
2022-10-06,58,9089
2022-10-07,68,9157
2022-10-08,53,9210
2022-10-09,54,9264
2022-10-10,45,9309
2022-10-11,47,9356
2022-10-12,68,9424
2022-10-13,48,9472
2022-10-14,61,9533
2022-10-15,82,9615
2022-10-16,35,9650
2022-10-17,39,9689
2022-10-18,58,9747
2022-10-19,82,9829
2022-10-20,59,9888
2022-10-21,34,9922
2022-10-22,67,9989
2022-10-23,59,10048
2022-10-24,140,10188
2022-10-25,63,10251
2022-10-26,35,10286
2022-10-27,58,10344
2022-10-28,43,10387
2022-10-29,70,10457
2022-10-30,70,10527
2022-10-31,61,10588
2022-11-01,96,10684
2022-11-02,72,10756
2022-11-03,58,10814
2022-11-04,76,10890
2022-11-05,58,10948
2022-11-06,81,11029
2022-11-07,61,11090
2022-11-08,75,11165
2022-11-09,58,11223
2022-11-10,56,11279
2022-11-11,71,11350
2022-11-12,87,11437
2022-11-13,61,11498
2022-11-14,66,11564
2022-11-15,41,11605
2022-11-16,56,11661
2022-11-17,64,11725
2022-11-18,69,11794
2022-11-19,56,11850
2022-11-20,60,11910
2022-11-21,44,11954
2022-11-22,46,12000
2022-11-23,41,12041
2022-11-24,61,12102
2022-11-25,60,12162
2022-11-26,47,12209
2022-11-27,49,12258
2022-11-28,39,12297
2022-11-29,41,12338
2022-11-30,42,12380
2022-12-01,90,12470
2022-12-02,131,12601
2022-12-03,75,12676
2022-12-04,73,12749
2022-12-05,83,12832
2022-12-06,71,12903
2022-12-07,74,12977
2022-12-08,101,13078
2022-12-09,46,13124
2022-12-10,43,13167
2022-12-11,82,13249
2022-12-12,82,13331
2022-12-13,56,13387
2022-12-14,73,13460
2022-12-15,83,13543
2022-12-16,64,13607
2022-12-17,45,13652
2022-12-18,52,13704
2022-12-19,42,13746
2022-12-20,98,13844
2022-12-21,80,13924
2022-12-22,93,14017
2022-12-23,43,14060
2022-12-24,68,14128
2022-12-25,77,14205
2022-12-26,63,14268
2022-12-27,67,14335
2022-12-28,70,14405
2022-12-29,66,14471
2022-12-30,75,14546
2022-12-31,79,14625
2023-01-01,217,14842
2023-01-02,81,14923
2023-01-03,88,15011
2023-01-04,94,15105
2023-01-05,116,15221
2023-01-06,97,15318
2023-01-07,106,15424
2023-01-08,83,15507
2023-01-09,86,15593
2023-01-10,92,15685
2023-01-11,66,15751
2023-01-12,124,15875
2023-01-13,75,15950
2023-01-14,126,16076
2023-01-15,104,16180
2023-01-16,105,16285
2023-01-17,97,16382
2023-01-18,96,16478
2023-01-19,107,16585
2023-01-20,92,16677
2023-01-21,97,16774
2023-01-22,50,16824
2023-01-23,76,16900
2023-01-24,139,17039
2023-01-25,113,17152
2023-01-26,110,17262
2023-01-27,94,17356
2023-01-28,113,17469
2023-01-29,81,17550
2023-01-30,107,17657
2023-01-31,106,17763
2023-02-01,152,17915
2023-02-02,122,18037
2023-02-03,99,18136
2023-02-04,91,18227
2023-02-05,88,18315
2023-02-06,160,18475
2023-02-07,154,18629
2023-02-08,127,18756
2023-02-09,103,18859
2023-02-10,66,18925
2023-02-11,111,19036
2023-02-12,68,19104
2023-02-13,88,19192
2023-02-14,72,19264
2023-02-15,90,19354
2023-02-16,81,19435
2023-02-17,106,19541
2023-02-18,102,19643
2023-02-19,74,19717
2023-02-20,80,19797
2023-02-21,84,19881
